,Unnamed: 0,Name,starName,defaultPlanetEntry,numStars,numPlanets,solution,controversial,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,bestEarthMass,bestMassProvenance,eccentricity,equilTemp,stellarEffTemp,stellarRadius,stellarMetallicity,stellarMetallicityRatio,luminosity,stellarAge,distance
6873,6873,Kepler-1073 d,Kepler-1073,0,1,3,Kepler Project Candidate (q1_q16_koi),0,2.50475882,0.035,1.16,,,,0.0,1235.0,5741.0,0.83,-0.24,[Fe/H],,,809.897
6875,6875,Kepler-1074 b,Kepler-1074,0,1,1,Kepler Project Candidate (q1_q12_koi),0,5.94566534,0.053,1.16,,,,0.0,548.0,3900.0,0.54,-0.1,[Fe/H],,,250.817
6877,6877,Kepler-1074 b,Kepler-1074,0,1,1,Kepler Project Candidate (q1_q8_koi),0,5.945678,0.053,1.12,,,,0.0,568.0,4079.0,0.53,,,,13.9,250.817
6879,6879,Kepler-1074 b,Kepler-1074,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,5.94565516,0.0536,1.12,,,,0.0,568.0,3974.0,0.56,-0.06,[Fe/H],,,250.817
6882,6882,Kepler-1074 b,Kepler-1074,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,5.94566534,0.053,1.16,,,,0.0,548.0,3900.0,0.54,-0.1,[Fe/H],,,250.817
6883,6883,Kepler-1074 b,Kepler-1074,0,1,1,Kepler Project Candidate (q1_q16_koi),0,5.94566534,0.053,1.16,,,,0.0,548.0,3900.0,0.54,-0.1,[Fe/H],,,250.817
6884,6884,Kepler-1075 b,Kepler-1075,0,1,1,Kepler Project Candidate (q1_q8_koi),0,1.523732,0.021,1.11,,,,0.0,890.0,4048.0,0.52,,,,13.8,291.275
6887,6887,Kepler-1075 b,Kepler-1075,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,1.52373073,0.0208,1.26,,,,0.0,818.0,3746.0,0.51,0.0,[Fe/H],,,291.275
6888,6888,Kepler-1075 b,Kepler-1075,0,1,1,Kepler Project Candidate (q1_q16_koi),0,1.52372816,0.0214,1.38,,,,0.0,862.0,3900.0,0.54,-0.1,[Fe/H],,,291.275
6890,6890,Kepler-1075 b,Kepler-1075,0,1,1,Kepler Project Candidate (q1_q12_koi),0,1.52372816,0.0214,1.38,,,,0.0,862.0,3900.0,0.54,-0.1,[Fe/H],,,291.275
6891,6891,Kepler-1075 b,Kepler-1075,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,1.52372816,0.0214,1.38,,,,0.0,862.0,3900.0,0.54,-0.1,[Fe/H],,,291.275
6893,6893,Kepler-1076 b,Kepler-1076,0,1,1,Kepler Project Candidate (q1_q16_koi),0,6.14727918,0.0611,0.81,,,,0.0,770.0,4996.0,0.75,0.0,[Fe/H],,,
6895,6895,Kepler-1076 b,Kepler-1076,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,6.14728341,0.0611,0.79,,,,0.0,770.0,4997.0,0.75,0.0,[Fe/H],,,
6897,6897,Kepler-1076 b,Kepler-1076,0,1,1,Kepler Project Candidate (q1_q12_koi),0,6.14727918,0.0611,0.81,,,,0.0,770.0,4996.0,0.75,0.0,[Fe/H],,,
6898,6898,Kepler-1076 b,Kepler-1076,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,6.14727918,0.0611,0.81,,,,0.0,770.0,4996.0,0.75,0.0,[Fe/H],,,
6899,6899,Kepler-1076 b,Kepler-1076,0,1,1,Kepler Project Candidate (q1_q8_koi),0,6.147313,0.058,0.83,,,,0.0,717.0,4790.0,0.67,,,,13.9,
6901,6901,Kepler-1077 b,Kepler-1077,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,34.3511874,0.2101,2.64,,,,0.0,576.0,6091.0,0.97,-0.14,[Fe/H],,,1101.42
6902,6902,Kepler-1077 b,Kepler-1077,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,34.3511339,0.2101,2.75,,,,0.0,576.0,6091.0,0.97,-0.14,[Fe/H],,,1101.42
6905,6905,Kepler-1077 b,Kepler-1077,0,1,1,Kepler Project Candidate (q1_q8_koi),0,34.35173,0.211,2.5,,,,0.0,574.0,6074.0,0.97,,,,0.6,1101.42
6907,6907,Kepler-1077 b,Kepler-1077,0,1,1,Kepler Project Candidate (q1_q16_koi),0,34.3511874,0.2101,2.64,,,,0.0,576.0,6091.0,0.97,-0.14,[Fe/H],,,1101.42
6908,6908,Kepler-1077 b,Kepler-1077,0,1,1,Kepler Project Candidate (q1_q12_koi),0,34.3511874,0.2101,2.64,,,,0.0,576.0,6091.0,0.97,-0.14,[Fe/H],,,1101.42
6912,6912,Kepler-1078 b,Kepler-1078,0,1,1,Kepler Project Candidate (q1_q8_koi),0,3.007257,0.04,1.57,,,,0.0,1158.0,5708.0,0.85,,,,0.4,2481.71
6913,6913,Kepler-1078 b,Kepler-1078,0,1,1,Kepler Project Candidate (q1_q16_koi),0,3.00725242,0.0387,1.61,,,,0.0,1125.0,5674.0,0.78,-0.38,[Fe/H],,,2481.71
6914,6914,Kepler-1078 b,Kepler-1078,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,3.00725242,0.0387,1.61,,,,0.0,1125.0,5674.0,0.78,-0.38,[Fe/H],,,2481.71
6916,6916,Kepler-1078 b,Kepler-1078,0,1,1,Kepler Project Candidate (q1_q12_koi),0,3.00725242,0.0387,1.61,,,,0.0,1125.0,5674.0,0.78,-0.38,[Fe/H],,,2481.71
6917,6917,Kepler-1078 b,Kepler-1078,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,3.00725068,0.0388,1.56,,,,0.0,1122.0,5667.0,0.78,-0.36,[Fe/H],,,2481.71
6918,6918,Kepler-1079 b,Kepler-1079,0,1,1,Kepler Project Candidate (q1_q16_koi),0,13.24503188,0.1231,3.14,,,,0.0,1152.0,5750.0,2.54,0.38,[Fe/H],,,591.098
6923,6923,Kepler-1079 b,Kepler-1079,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,13.24503188,0.1231,3.14,,,,0.0,1152.0,5750.0,2.54,0.38,[Fe/H],,,591.098
6924,6924,Kepler-1079 b,Kepler-1079,0,1,1,Kepler Project Candidate (q1_q8_koi),0,13.24514,0.118,2.87,,,,0.0,1097.0,5570.0,2.35,,,,4.6,591.098
6925,6925,Kepler-1079 b,Kepler-1079,0,1,1,Kepler Project Candidate (q1_q12_koi),0,13.24503188,0.1231,3.14,,,,0.0,1152.0,5750.0,2.54,0.38,[Fe/H],,,591.098
6926,6926,Kepler-1079 b,Kepler-1079,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,13.24503482,0.1092,1.77,,,,0.0,887.0,5636.0,1.39,0.12,[Fe/H],,,591.098
6928,6928,Kepler-108 b,Kepler-108,0,2,2,Kepler Project Candidate (q1_q8_koi),0,49.18431,0.252,3.9,,,,0.0,480.0,5632.0,0.94,,,,8.9,338.732
6930,6930,Kepler-108 b,Kepler-108,0,2,2,Kepler Project Candidate (q1_q17_dr25_koi),0,49.18394185,0.2829,8.2,,,,0.0,669.0,5626.0,2.06,0.36,[Fe/H],,,338.732
6933,6933,Kepler-108 b,Kepler-108,0,2,2,Kepler Project Candidate (q1_q12_koi),0,49.18394922,0.2935,8.97,,,,0.0,706.0,5854.0,2.19,0.31,[Fe/H],,,338.732
6934,6934,Kepler-108 b,Kepler-108,0,2,2,Kepler Project Candidate (q1_q16_koi),0,49.18394922,0.2935,8.97,,,,0.0,706.0,5854.0,2.19,0.31,[Fe/H],,,338.732
6937,6937,Kepler-108 b,Kepler-108,0,2,2,Kepler Project Candidate (q1_q17_dr24_koi),0,49.18394922,0.2935,8.97,,,,0.0,706.0,5854.0,2.19,0.31,[Fe/H],,,338.732
6939,6939,Kepler-108 c,Kepler-108,0,2,2,Kepler Project Candidate (q1_q16_koi),0,190.3216564,0.7235,8.15,,,,0.0,449.0,5854.0,2.19,0.31,[Fe/H],,,338.732
6940,6940,Kepler-108 c,Kepler-108,0,2,2,Kepler Project Candidate (q1_q8_koi),0,190.3134,0.622,3.4,,,,0.0,306.0,5632.0,0.94,,,,8.9,338.732
6942,6942,Kepler-108 c,Kepler-108,0,2,2,Kepler Project Candidate (q1_q12_koi),0,190.3216564,0.7235,8.15,,,,0.0,449.0,5854.0,2.19,0.31,[Fe/H],,,338.732
6944,6944,Kepler-108 c,Kepler-108,0,2,2,Kepler Project Candidate (q1_q17_dr25_koi),0,190.3200468,0.6972,7.78,,,,0.0,426.0,5626.0,2.06,0.36,[Fe/H],,,338.732
6948,6948,Kepler-108 c,Kepler-108,0,2,2,Kepler Project Candidate (q1_q17_dr24_koi),0,190.3216564,0.7235,8.15,,,,0.0,449.0,5854.0,2.19,0.31,[Fe/H],,,338.732
6949,6949,Kepler-1080 b,Kepler-1080,0,1,1,Kepler Project Candidate (q1_q16_koi),0,77.2548396,0.3799,4.02,,,,0.0,562.0,6549.0,1.44,-0.16,[Fe/H],,,1382.82
6950,6950,Kepler-1080 b,Kepler-1080,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,77.2548396,0.3799,4.02,,,,0.0,562.0,6549.0,1.44,-0.16,[Fe/H],,,1382.82
6952,6952,Kepler-1080 b,Kepler-1080,0,1,1,Kepler Project Candidate (q1_q8_koi),0,77.2557,0.366,3.63,,,,0.0,473.0,6096.0,1.13,,,,,1382.82
6953,6953,Kepler-1080 b,Kepler-1080,0,1,1,Kepler Project Candidate (q1_q12_koi),0,77.2548396,0.3799,4.02,,,,0.0,562.0,6549.0,1.44,-0.16,[Fe/H],,,1382.82
6958,6958,Kepler-1080 b,Kepler-1080,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,77.2550726,0.3781,3.7,,,,0.0,548.0,6564.0,1.36,-0.16,[Fe/H],,,1382.82
6959,6959,Kepler-1081 b,Kepler-1081,0,1,1,Kepler Project Candidate (q1_q16_koi),0,3.85691855,0.0478,1.88,,,,0.0,1385.0,5477.0,1.57,0.07,[Fe/H],,,420.215
6963,6963,Kepler-1081 b,Kepler-1081,0,1,1,Kepler Project Candidate (q1_q8_koi),0,3.856874,0.047,2.0,,,,0.0,1372.0,5413.0,1.55,,,,14.0,420.215
6964,6964,Kepler-1081 b,Kepler-1081,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,3.85691855,0.0478,1.88,,,,0.0,1385.0,5477.0,1.57,0.07,[Fe/H],,,420.215
6966,6966,Kepler-1081 b,Kepler-1081,0,1,1,Kepler Project Candidate (q1_q12_koi),0,3.85691855,0.0478,1.88,,,,0.0,1385.0,5477.0,1.57,0.07,[Fe/H],,,420.215
6967,6967,Kepler-1081 b,Kepler-1081,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,3.85690686,0.0466,0.93,,,,0.0,972.0,5272.0,0.81,0.12,[Fe/H],,,420.215
6968,6968,Kepler-1082 b,Kepler-1082,0,1,1,Kepler Project Candidate (q1_q12_koi),0,1.5432066,0.0255,0.8,,,,0.0,1535.0,6081.0,0.83,-0.5,[Fe/H],,,739.557
6969,6969,Kepler-1082 b,Kepler-1082,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,1.5432066,0.0255,0.8,,,,0.0,1535.0,6081.0,0.83,-0.5,[Fe/H],,,739.557
6971,6971,Kepler-1082 b,Kepler-1082,0,1,1,Kepler Project Candidate (q1_q16_koi),0,1.5432066,0.0255,0.8,,,,0.0,1535.0,6081.0,0.83,-0.5,[Fe/H],,,739.557
6974,6974,Kepler-1082 b,Kepler-1082,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,1.54320541,0.0257,1.23,,,,0.0,1827.0,5866.0,1.28,-0.16,[Fe/H],,,739.557
6975,6975,Kepler-1082 b,Kepler-1082,0,1,1,Kepler Project Candidate (q1_q8_koi),0,1.543198,0.027,1.02,,,,0.0,1630.0,6125.0,0.98,,,,0.4,739.557
6978,6978,Kepler-1083 b,Kepler-1083,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,33.4177993,0.1898,3.22,,,,0.0,449.0,5142.0,0.74,-0.12,[Fe/H],,,902.633
6980,6980,Kepler-1083 b,Kepler-1083,0,1,1,Kepler Project Candidate (q1_q12_koi),0,33.4177993,0.1898,3.22,,,,0.0,449.0,5142.0,0.74,-0.12,[Fe/H],,,902.633
6981,6981,Kepler-1083 b,Kepler-1083,0,1,1,Kepler Project Candidate (q1_q8_koi),0,33.41832,0.188,2.3,,,,0.0,436.0,5121.0,0.7,,,,0.7,902.633
6984,6984,Kepler-1083 b,Kepler-1083,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,33.4178173,0.1899,3.13,,,,0.0,448.0,5136.0,0.74,-0.12,[Fe/H],,,902.633
6986,6986,Kepler-1083 b,Kepler-1083,0,1,1,Kepler Project Candidate (q1_q16_koi),0,33.4177993,0.1898,3.22,,,,0.0,449.0,5142.0,0.74,-0.12,[Fe/H],,,902.633
6988,6988,Kepler-1084 b,Kepler-1084,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,2.05333679,0.0316,1.14,,,,0.0,1859.0,6403.0,1.37,-0.52,[Fe/H],,,405.533
6990,6990,Kepler-1084 b,Kepler-1084,0,1,1,Kepler Project Candidate (q1_q12_koi),0,2.05333679,0.0316,1.14,,,,0.0,1859.0,6403.0,1.37,-0.52,[Fe/H],,,405.533
6992,6992,Kepler-1084 b,Kepler-1084,0,1,1,Kepler Project Candidate (q1_q16_koi),0,2.05333679,0.0316,1.14,,,,0.0,1859.0,6403.0,1.37,-0.52,[Fe/H],,,405.533
6993,6993,Kepler-1084 b,Kepler-1084,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,2.05334189,0.0324,1.44,,,,0.0,1737.0,6084.0,1.36,-0.06,[Fe/H],,,405.533
6994,6994,Kepler-1084 b,Kepler-1084,0,1,1,Kepler Project Candidate (q1_q8_koi),0,2.053352,0.034,1.42,,,,0.0,1904.0,6422.0,1.54,,,,3.25,405.533
6997,6997,Kepler-1085 b,Kepler-1085,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,219.3215562,0.7391,6.11,,,,0.0,313.0,6063.0,1.01,0.07,[Fe/H],,,1364.53
6998,6998,Kepler-1085 b,Kepler-1085,0,1,2,Kepler Project Candidate (q1_q16_koi),0,219.3217528,0.7391,6.43,,,,0.0,313.0,6063.0,1.01,0.07,[Fe/H],,,1364.53
6999,6999,Kepler-1085 b,Kepler-1085,0,1,2,Kepler Project Candidate (q1_q12_koi),0,219.3217528,0.7391,6.43,,,,0.0,313.0,6063.0,1.01,0.07,[Fe/H],,,1364.53
7001,7001,Kepler-1085 b,Kepler-1085,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,219.3217528,0.7391,6.43,,,,0.0,313.0,6063.0,1.01,0.07,[Fe/H],,,1364.53
7005,7005,Kepler-1085 c,Kepler-1085,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,56.7769831,0.3002,3.21,,,,0.0,491.0,6063.0,1.01,0.07,[Fe/H],,,1364.53
7006,7006,Kepler-1085 c,Kepler-1085,0,1,2,Kepler Project Candidate (q1_q8_koi),0,56.77673,0.294,2.92,,,,0.0,480.0,6052.0,0.95,,,,0.3,1364.53
7007,7007,Kepler-1085 c,Kepler-1085,0,1,2,Kepler Project Candidate (q1_q16_koi),0,56.777229,0.3002,3.12,,,,0.0,491.0,6063.0,1.01,0.07,[Fe/H],,,1364.53
7008,7008,Kepler-1085 c,Kepler-1085,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,56.777229,0.3002,3.12,,,,0.0,491.0,6063.0,1.01,0.07,[Fe/H],,,1364.53
7011,7011,Kepler-1085 c,Kepler-1085,0,1,2,Kepler Project Candidate (q1_q12_koi),0,56.777229,0.3002,3.12,,,,0.0,491.0,6063.0,1.01,0.07,[Fe/H],,,1364.53
7012,7012,Kepler-1086 b,Kepler-1086,0,2,2,Kepler Project Candidate (q1_q16_koi),0,18.78425728,0.1183,2.27,,,,0.0,415.0,4137.0,0.61,0.0,[Fe/H],,,466.084
7014,7014,Kepler-1086 b,Kepler-1086,0,2,2,Kepler Project Candidate (q1_q17_dr25_koi),0,18.78429232,0.1198,2.14,,,,0.0,433.0,4243.0,0.64,0.02,[Fe/H],,,466.084
7016,7016,Kepler-1086 b,Kepler-1086,0,2,2,Kepler Project Candidate (q1_q8_koi),0,18.78423,0.116,1.73,,,,0.0,420.0,4317.0,0.56,,,,14.0,466.084
7018,7018,Kepler-1086 b,Kepler-1086,0,2,2,Kepler Project Candidate (q1_q12_koi),0,18.78425728,0.1183,2.27,,,,0.0,415.0,4137.0,0.61,0.0,[Fe/H],,,466.084
7019,7019,Kepler-1086 b,Kepler-1086,0,2,2,Kepler Project Candidate (q1_q17_dr24_koi),0,18.78425728,0.1183,2.27,,,,0.0,415.0,4137.0,0.61,0.0,[Fe/H],,,466.084
7022,7022,Kepler-1086 c,Kepler-1086,0,2,2,Kepler Project Candidate (q1_q17_dr25_koi),0,161.515617,0.503,2.88,,,,0.0,211.0,4243.0,0.64,0.02,[Fe/H],,,466.084
7023,7023,Kepler-1086 c,Kepler-1086,0,2,2,Kepler Project Candidate (q1_q16_koi),0,161.5163345,0.4964,2.74,,,,0.0,203.0,4137.0,0.61,0.0,[Fe/H],,,466.084
7025,7025,Kepler-1086 c,Kepler-1086,0,2,2,Kepler Project Candidate (q1_q17_dr24_koi),0,161.5163345,0.4964,2.74,,,,0.0,203.0,4137.0,0.61,0.0,[Fe/H],,,466.084
7028,7028,Kepler-1086 c,Kepler-1086,0,2,2,Kepler Project Candidate (q1_q12_koi),0,161.5163345,0.4964,2.74,,,,0.0,203.0,4137.0,0.61,0.0,[Fe/H],,,466.084
7033,7033,Kepler-1087 b,Kepler-1087,0,1,1,Kepler Project Candidate (q1_q12_koi),0,0.69384285,0.0154,0.82,,,,0.0,2135.0,5582.0,1.16,0.3,[Fe/H],,,362.623
7034,7034,Kepler-1087 b,Kepler-1087,0,1,1,Kepler Project Candidate (q1_q16_koi),0,0.69384285,0.0154,0.82,,,,0.0,2135.0,5582.0,1.16,0.3,[Fe/H],,,362.623
7035,7035,Kepler-1087 b,Kepler-1087,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,0.69384266,0.0148,0.83,,,,0.0,2161.0,5457.0,1.2,0.14,[Fe/H],,,362.623
7037,7037,Kepler-1087 b,Kepler-1087,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,0.69384285,0.0154,0.82,,,,0.0,2135.0,5582.0,1.16,0.3,[Fe/H],,,362.623
7039,7039,Kepler-1087 b,Kepler-1087,0,1,1,Kepler Project Candidate (q1_q8_koi),0,0.6938521,0.014,0.66,,,,0.0,1950.0,5434.0,0.93,,,,14.0,362.623
7040,7040,Kepler-1088 b,Kepler-1088,0,1,1,Kepler Project Candidate (q1_q16_koi),0,23.12748644,0.1593,1.36,,,,0.0,672.0,5930.0,1.05,-0.04,[Fe/H],,,280.629
7042,7042,Kepler-1088 b,Kepler-1088,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,23.1274171,0.1602,1.44,,,,0.0,667.0,5865.0,1.07,0.07,[Fe/H],,,280.629
7043,7043,Kepler-1088 b,Kepler-1088,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,23.12748644,0.1593,1.36,,,,0.0,672.0,5930.0,1.05,-0.04,[Fe/H],,,280.629
7046,7046,Kepler-1088 b,Kepler-1088,0,1,1,Kepler Project Candidate (q1_q12_koi),0,23.12748644,0.1593,1.36,,,,0.0,672.0,5930.0,1.05,-0.04,[Fe/H],,,280.629
7048,7048,Kepler-1088 b,Kepler-1088,0,1,1,Kepler Project Candidate (q1_q8_koi),0,23.1276,0.165,1.6,,,,0.0,765.0,6223.0,1.28,,,,3.95,280.629
7050,7050,Kepler-1089 b,Kepler-1089,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,5.13248612,0.0497,1.69,,,,0.0,584.0,3879.0,0.58,0.32,[Fe/H],,,259.328
7053,7053,Kepler-1089 b,Kepler-1089,0,1,1,Kepler Project Candidate (q1_q8_koi),0,5.132541,0.045,1.5,,,,0.0,562.0,3834.0,0.5,,,,,259.328
7054,7054,Kepler-1089 b,Kepler-1089,0,1,1,Kepler Project Candidate (q1_q12_koi),0,5.13248562,0.0466,1.85,,,,0.0,531.0,3688.0,0.5,0.0,[Fe/H],,,259.328
7058,7058,Kepler-1089 b,Kepler-1089,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,5.13248562,0.0466,1.85,,,,0.0,531.0,3688.0,0.5,0.0,[Fe/H],,,259.328
7059,7059,Kepler-1089 b,Kepler-1089,0,1,1,Kepler Project Candidate (q1_q16_koi),0,5.13248562,0.0466,1.85,,,,0.0,531.0,3688.0,0.5,0.0,[Fe/H],,,259.328
7062,7062,Kepler-109 b,Kepler-109,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,6.48163307,0.0683,2.54,,,,0.0,1145.0,5945.0,1.3,-0.08,[Fe/H],,,474.861
7064,7064,Kepler-109 b,Kepler-109,0,1,2,Kepler Project Candidate (q1_q16_koi),0,6.48162809,0.069,2.29,,,,0.0,1150.0,5952.0,1.32,-0.08,[Fe/H],,,474.861
7065,7065,Kepler-109 b,Kepler-109,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,6.48162809,0.069,2.29,,,,0.0,1150.0,5952.0,1.32,-0.08,[Fe/H],,,474.861
7067,7067,Kepler-109 b,Kepler-109,0,1,2,Kepler Project Candidate (q1_q12_koi),0,6.48162809,0.069,2.29,,,,0.0,1150.0,5952.0,1.32,-0.08,[Fe/H],,,474.861
7068,7068,Kepler-109 b,Kepler-109,0,1,2,Kepler Project Candidate (q1_q8_koi),0,6.481674,0.069,2.64,,,,0.0,1181.0,5871.0,1.43,,,,7.29,474.861
7079,7079,Kepler-109 c,Kepler-109,0,1,2,Kepler Project Candidate (q1_q16_koi),0,21.22258525,0.1521,2.5,,,,0.0,774.0,5952.0,1.32,-0.08,[Fe/H],,,474.861
7080,7080,Kepler-109 c,Kepler-109,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,21.22258525,0.1521,2.5,,,,0.0,774.0,5952.0,1.32,-0.08,[Fe/H],,,474.861
7082,7082,Kepler-109 c,Kepler-109,0,1,2,Kepler Project Candidate (q1_q12_koi),0,21.22258525,0.1521,2.5,,,,0.0,774.0,5952.0,1.32,-0.08,[Fe/H],,,474.861
7084,7084,Kepler-109 c,Kepler-109,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,21.22261195,0.1506,2.48,,,,0.0,771.0,5945.0,1.3,-0.08,[Fe/H],,,474.861
7085,7085,Kepler-109 c,Kepler-109,0,1,2,Kepler Project Candidate (q1_q8_koi),0,21.222534,0.153,2.71,,,,0.0,793.0,5871.0,1.43,,,,7.29,474.861
7086,7086,Kepler-1090 b,Kepler-1090,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,198.680179,0.619,2.51,,,,0.0,288.0,5403.0,0.91,-0.14,[Fe/H],,,858.77
7087,7087,Kepler-1090 b,Kepler-1090,0,1,2,Kepler Project Candidate (q1_q12_koi),0,198.680179,0.619,2.51,,,,0.0,288.0,5403.0,0.91,-0.14,[Fe/H],,,858.77
7088,7088,Kepler-1090 b,Kepler-1090,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,198.680859,0.6364,2.79,,,,0.0,297.0,5330.0,1.01,0.18,[Fe/H],,,858.77
7090,7090,Kepler-1090 b,Kepler-1090,0,1,2,Kepler Project Candidate (q1_q16_koi),0,198.680179,0.619,2.51,,,,0.0,288.0,5403.0,0.91,-0.14,[Fe/H],,,858.77
7095,7095,Kepler-1090 c,Kepler-1090,0,1,2,Kepler Project Candidate (q1_q12_koi),0,42.4267342,0.2212,3.08,,,,0.0,482.0,5403.0,0.91,-0.14,[Fe/H],,,858.77
7097,7097,Kepler-1090 c,Kepler-1090,0,1,2,Kepler Project Candidate (q1_q16_koi),0,42.4267342,0.2212,3.08,,,,0.0,482.0,5403.0,0.91,-0.14,[Fe/H],,,858.77
7098,7098,Kepler-1090 c,Kepler-1090,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,42.4267342,0.2212,3.08,,,,0.0,482.0,5403.0,0.91,-0.14,[Fe/H],,,858.77
7101,7101,Kepler-1090 c,Kepler-1090,0,1,2,Kepler Project Candidate (q1_q8_koi),0,42.42548,0.222,2.8,,,,0.0,477.0,5379.0,0.9,,,,14.0,858.77
7102,7102,Kepler-1090 c,Kepler-1090,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,42.4269647,0.2274,3.44,,,,0.0,496.0,5330.0,1.01,0.18,[Fe/H],,,858.77
7103,7103,Kepler-1091 b,Kepler-1091,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,1.43474513,0.0252,1.5,,,,0.0,1664.0,5806.0,1.06,0.16,[Fe/H],,,914.299
7104,7104,Kepler-1091 b,Kepler-1091,0,1,1,Kepler Project Candidate (q1_q16_koi),0,1.43474156,0.0232,1.09,,,,0.0,1426.0,5672.0,0.75,-0.52,[Fe/H],,,914.299
7105,7105,Kepler-1091 b,Kepler-1091,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,1.43474156,0.0232,1.09,,,,0.0,1426.0,5672.0,0.75,-0.52,[Fe/H],,,914.299
7106,7106,Kepler-1091 b,Kepler-1091,0,1,1,Kepler Project Candidate (q1_q8_koi),0,1.434779,0.025,1.11,,,,0.0,1476.0,5734.0,0.85,,,,0.4,914.299
7109,7109,Kepler-1091 b,Kepler-1091,0,1,1,Kepler Project Candidate (q1_q12_koi),0,1.43474156,0.0232,1.09,,,,0.0,1426.0,5672.0,0.75,-0.52,[Fe/H],,,914.299
7112,7112,Kepler-1092 b,Kepler-1092,0,1,1,Kepler Project Candidate (q1_q12_koi),0,58.6017925,0.2996,2.15,,,,0.0,508.0,6250.0,1.02,-0.22,[Fe/H],,,981.233
7113,7113,Kepler-1092 b,Kepler-1092,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,58.6017925,0.2996,2.15,,,,0.0,508.0,6250.0,1.02,-0.22,[Fe/H],,,981.233
7117,7117,Kepler-1092 b,Kepler-1092,0,1,1,Kepler Project Candidate (q1_q8_koi),0,58.6003,0.306,2.3,,,,0.0,510.0,6248.0,1.05,,,,0.6,981.233
7119,7119,Kepler-1092 b,Kepler-1092,0,1,1,Kepler Project Candidate (q1_q16_koi),0,58.6017925,0.2996,2.15,,,,0.0,508.0,6250.0,1.02,-0.22,[Fe/H],,,981.233
7121,7121,Kepler-1092 b,Kepler-1092,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,58.601926,0.2996,2.06,,,,0.0,508.0,6250.0,1.02,-0.22,[Fe/H],,,981.233
7122,7122,Kepler-1093 b,Kepler-1093,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,25.0823402,0.1685,2.26,,,,0.0,776.0,6429.0,1.26,-0.46,[Fe/H],,,1072.88
7126,7126,Kepler-1093 b,Kepler-1093,0,1,2,Kepler Project Candidate (q1_q12_koi),0,25.0824626,0.1685,2.03,,,,0.0,776.0,6429.0,1.26,-0.46,[Fe/H],,,1072.88
7127,7127,Kepler-1093 b,Kepler-1093,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,25.0824626,0.1685,2.03,,,,0.0,776.0,6429.0,1.26,-0.46,[Fe/H],,,1072.88
7129,7129,Kepler-1093 b,Kepler-1093,0,1,2,Kepler Project Candidate (q1_q8_koi),0,25.08272,0.178,2.1,,,,0.0,795.0,6456.0,1.39,,,,3.05,1072.88
